redshift, dL (Gpc), error (Gpc)
1.1788866063639107, 9.312012704339939, 1.3678076558963117
0.5079012782673402, 2.762812377363621, 0.21802767228092354
1.1577841180459414, 8.73027099821545, 1.3151181242378414
0.9140353703918487, 4.837121205449146, 0.7854974705567426
1.9878417115527751, 16.00767942977846, 4.2190210480789565
0.9128075526799433, 5.285604364283626, 0.783195214786374
1.0935610556663902, 7.209283648269502, 1.1614930249921689
1.1727033872400574, 8.79649681424782, 1.3522557133393736
1.5688585307697553, 13.741147930735961, 2.539488393539285
1.39168713946392, 7.7836157760926215, 1.960512173359279
0.5123883195378393, 2.7327938623385934, 0.22223316034676796
1.8036819294303046, 13.094800371030649, 3.4269902936124974
0.35855344247992027, 2.0174802217556262, 0.10272570890456757
1.3917472463203402, 8.01042981284394, 1.9606954009918447
0.4774303027524383, 3.0489284300194686, 0.1906339552975772
0.9517261928524725, 5.63750472318869, 0.8579425085067295
1.4276347352858574, 10.149097947561462, 2.0716913097966168
1.560618303296588, 12.255424856331445, 2.510833441015685
0.0998224718946055, 0.46191857322518454, 0.006984216625909507
0.42929505393529993, 2.4898512780092332, 0.15144871011058503
0.1809675582465586, 0.8691415832659808, 0.024050198792840073
0.6334720587900178, 2.787288605208825, 0.35268396095408894
1.8983488160220425, 14.777088964638121, 3.823577257409495
0.46220696298394864, 2.5220815172592856, 0.1777035152141264
0.48299709903629534, 3.015854805453568, 0.1954875318320691
1.1934781639445668, 8.533135421381035, 1.4048810841198607
1.0662690358313303, 6.215907338139454, 1.099269965738609
1.2377253747889203, 8.608551351970348, 1.520507961303951
1.5542076977975074, 13.836733736747064, 2.488657492549863
1.6954479150565394, 14.457772847768634, 3.0008948608586214
1.4438483430480655, 9.931016349697769, 2.122884698962989
0.23718355252397724, 1.1818456516593052, 0.042534123317750354
1.1390521254501138, 7.535900003675935, 1.269264401122962
0.13035679420645815, 0.610427067051111, 0.012129571366762225
0.9110325861269597, 6.24791220185572, 0.7798734394587046
1.4234852036142103, 10.332283965788307, 2.058694142307877
1.6543252775142443, 10.315899567403754, 2.8466400869700315
0.30880068065082183, 1.5088240601481249, 0.07457541625439398
1.1141030999653263, 6.666893601900691, 1.2095300345691942
1.1598803713106582, 7.112622630750953, 1.3203031503888987
0.22000163304933565, 1.118702298729917, 0.03627981023639137
0.10526269605545024, 0.4854618965515321, 0.007791980719419896
1.955328470697075, 16.143684698698344, 4.073044724393381
0.5756141779751236, 3.278452886311203, 0.2862361433855469
0.8906241423415182, 6.702714199529403, 0.7422254102390464
0.3873161484714646, 2.1134828292465717, 0.12128382992443973
0.1681680991359399, 0.7959045890247126, 0.02062397738084861
0.5811817420672651, 3.3977519383585024, 0.2923003957283552
1.0591827134815872, 6.066530355003206, 1.0834118293596091
1.8420238325791907, 10.29975505274068, 3.5849267683048214
1.1928884686101395, 9.838797781185445, 1.4033726570476361
1.3056023159625723, 10.445869800683798, 1.7072708160729118
1.43601535422397, 8.923253418549034, 2.0980712086159716
1.4607587734967156, 10.496421888635258, 2.1769724902335805
0.7265736127363001, 5.3026066401494925, 0.475753860131685
0.5911086333395421, 3.2003691863222947, 0.3032864067318482
